DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
356483.0,2005,1,100,103.9,9.4,0.8,36.97,40.716637,-74.01475400000001,1.0,31703.0,7.104554854956745,3.6101067729485403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244617.0,1997,1,100,82.4,10.7,0.5,,40.716668,-74.013542,1.0,31703.0,6.107468222864288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2152863.0,2009,1,100,99.5,21.7,0.0,,40.713813,-74.013736,1.0,31703.0,5.1065513509260825,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220821.0,1985,1,100,75.2,7.0,0.6,47.56,40.709506,-74.018002,1.0,31704.0,6.281144622222436,3.861992071822581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150855.0,1986,1,100,68.3,7.0,0.2,,40.710165,-74.016751,1.0,31704.0,6.087683404848525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106052.0,1987,1,100,81.2,7.3,0.6,,40.709709000000004,-74.01656,1.0,31704.0,5.834810737062605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91774.0,1986,1,100,74.0,9.3,0.4,40.07,40.710118,-74.016574,1.0,31704.0,5.510197725583535,3.6906279246480533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257092.0,1986,1,100,98.7,8.0,0.8,55.91,40.709311,-74.017764,1.0,31704.0,6.780035537379766,4.0237432550385535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106631.0,1985,1,100,75.3,7.2,0.5,44.55,40.708921000000004,-74.01650500000001,1.0,31704.0,5.685279003091641,3.796612153916818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129176.0,1986,1,100,60.7,5.6,0.5,,40.709097,-74.017104,1.0,31704.0,5.880812277004387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
590974.0,1987,1,100,82.8,7.1,0.6,50.47,40.708809,-74.016116,1.0,31704.0,7.371489295214277,3.921379100352171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
348953.0,1989,1,100,76.6,7.5,0.5,39.66,40.707977,-74.016729,1.0,31704.0,6.667592722498332,3.68034312309165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
641681.0,2000,1,100,170.8,23.6,1.0,47.3,40.714812,-74.016153,1.0,31703.0,7.904703913873747,3.856510295497887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
531665.0,2008,1,100,73.6,11.3,0.4,23.91,40.715539,-74.016644,1.0,31703.0,6.819251880390734,3.1742967814702334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335114.0,1969,1,100,72.4,9.6,0.1,,40.708082,-74.01444599999999,1.0,13.0,4.437934266612178,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
239121.0,1926,1,100,103.8,7.8,0.1,60.63,40.704808,-74.009623,1.0,7.0,7.160379959618515,4.1047898200836395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292466.0,1962,1,100,106.3,13.1,,19.96,40.704923,-74.009046,1.0,7.0,-inf,2.993730270883318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95325.0,1931,1,100,90.5,11.8,,15.03,40.705324,-74.008873,1.0,7.0,,2.710048203764883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1079361.0,1983,1,100,57.1,8.4,0.0,13.33,40.705308,-74.004873,1.0,7.0,3.8308129500026027,2.5900171341906173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117641.0,1956,1,100,113.9,15.7,0.1,71.05,40.705521999999995,-74.006929,1.0,7.0,5.996700813903228,4.263383854543109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
431000.0,2002,1,100,106.1,9.7,0.7,44.1,40.707640999999995,-74.008155,1.0,7.0,7.1722710734020785,3.7864597824528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108663.0,1954,1,100,76.1,16.2,,,40.706839,-74.01021800000001,1.0,7.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74409.0,1900,1,100,141.2,13.4,1.0,3.7,40.709938,-74.012235,1.0,13.0,5.7804348261772835,1.308332819650179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57941.0,1929,1,100,93.5,6.3,0.8,,40.70856,-74.013349,1.0,13.0,5.399519247057004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160000.0,1926,1,95,72.1,11.3,0.4,43.8,40.708338,-74.00668399999999,1.0,1502.0,5.634432396521408,3.7796338173824005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
531000.0,2006,1,100,88.6,9.4,0.6,34.63,40.7122,-74.008563,1.0,21.0,7.342261255874716,3.5447203584143305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177433.0,1985,1,100,80.5,14.0,,,40.710059,-74.005955,1.0,1501.0,-inf,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225368.0,1955,1,60,75.6,7.9,,,40.709944,-74.006045,1.0,1501.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
822318.0,1974,1,30,82.1,20.4,,7.24,40.710207000000004,-74.001125,1.0,29.0,-inf,1.979621206397625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515425.0,1960,1,100,72.3,3.3,0.0,46.45,40.713139,-74.00014399999999,3.0,27.0,4.58700621536042,3.8383764652598478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
550000.0,1985,1,100,88.2,23.0,,,40.71445,-74.011475,1.0,21.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258000.0,1927,1,100,43.9,12.6,,17.2,40.71417,-74.01281999999999,1.0,21.0,-inf,2.8449093838194073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60415.0,2001,1,100,82.5,9.7,0.5,23.17,40.714582,-74.01056899999999,1.0,21.0,4.8621352857778115,3.142858338444285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88320.0,1915,1,100,68.2,6.4,0.5,,40.713564,-74.006828,1.0,21.0,5.5991624255260986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71407.0,2007,1,100,134.5,22.0,,,40.715205,-74.009476,1.0,21.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70000.0,1915,1,100,60.4,4.8,0.5,18.17,40.715103000000006,-74.010003,1.0,21.0,5.083885755835849,2.89977188240808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74927.0,1915,1,100,127.1,11.1,0.2,,40.716281,-74.00769100000001,1.0,33.0,6.13534841743656,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93615.0,1900,1,100,54.6,4.2,0.5,10.67,40.714349,-74.00617199999999,1.0,21.0,5.3389793482669266,2.367436065313662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56968.0,1985,1,100,40.1,3.4,0.0,,40.715095,-74.006782,1.0,33.0,1.8082887711792655,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306862.0,1964,1,100,89.1,4.4,0.0,3.82,40.71327,-73.999477,3.0,29.0,3.8649313978942956,1.3402504226184837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141014.0,1920,1,90,129.9,29.9,0.3,25.12,40.716954,-74.003943,1.0,31.0,4.914858338702487,3.223664341599998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93378.0,1985,1,100,90.1,11.6,0.5,,40.71747,-74.00350300000001,1.0,31.0,5.600272098286537,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99735.0,1920,1,100,102.2,15.9,0.5,48.62,40.716926,-74.005905,1.0,33.0,5.542047551470635,3.884034968887977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52930.0,2009,1,100,98.7,16.9,0.5,45.8,40.717887,-74.00737,1.0,33.0,4.738826570800765,3.824284091120139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53685.0,1915,1,100,112.8,18.8,0.5,39.3,40.718691,-74.009253,1.0,39.0,4.837867950107113,3.6712245188752153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108300.0,1985,1,100,59.9,8.1,0.4,26.96,40.719868,-74.00765200000001,1.0,33.0,5.1047326174753715,3.2943542860441064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130094.0,1985,1,100,47.9,11.2,0.1,24.67,40.719846999999994,-74.007403,1.0,33.0,4.231203744939298,3.2055879305412653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71413.0,2013,1,100,63.2,10.2,0.3,,40.720338,-74.006703,1.0,33.0,4.707726774313183,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61219.0,1915,1,0,3.0,0.9,0.0,,40.718488,-74.00264399999999,1.0,31.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55400.0,1910,1,100,39.1,6.4,0.2,,40.718046,-74.00126999999999,1.0,31.0,3.9982007016691985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56700.0,1928,1,100,41.9,,,,40.717783000000004,-74.001111,1.0,31.0,4.677490847567717,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99025.0,2004,1,100,105.9,16.8,0.5,46.15,40.717711,-73.99668100000001,2.0,41.0,5.543222409643759,3.8318969609488613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143647.0,2004,1,100,106.9,16.5,0.0,33.08,40.721073,-74.008398,1.0,39.0,5.943586466863518,3.4989288701554906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64471.0,1950,1,100,74.8,9.8,0.5,30.55,40.721647,-74.008298,1.0,39.0,4.942356453342962,3.4193646856176043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61250.0,1910,1,100,72.4,4.5,0.0,35.87,40.722728000000004,-74.011646,1.0,39.0,5.557214087568064,3.579901291544191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194486.0,2004,1,100,75.2,11.8,0.4,,40.722275,-74.011195,1.0,39.0,5.666426688112432,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61717.0,1900,1,100,67.1,11.5,0.3,33.36,40.721916,-74.007634,1.0,33.0,4.505349850705881,3.507357577490546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170548.0,2009,1,100,90.7,13.1,0.5,25.77,40.72173,-74.004308,2.0,47.0,5.750029725821521,3.2492110246642736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61544.0,1910,1,100,64.6,13.2,0.2,,40.720302000000004,-74.001129,2.0,47.0,4.0943445622221,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60508.0,1915,1,100,155.0,14.1,1.1,127.95,40.718392,-73.99777399999999,2.0,41.0,5.8377304471659395,4.851639562605798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
274752.0,1927,1,100,32.8,7.5,0.1,,40.709452,-73.99433,3.0,8.0,4.564348191467836,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
923000.0,1955,1,100,107.0,4.6,0.9,41.99,40.712862,-73.97779799999999,3.0,202.0,8.469619287302585,3.737431494696102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81560.0,1968,1,100,73.5,9.3,0.5,62.19,40.713539000000004,-73.98836999999999,3.0,6.0,5.0238805208462765,4.1301942151157975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60329.0,1910,1,0,12.7,,0.0,1.93,40.714946999999995,-73.992082,3.0,16.0,0.1823215567939546,0.6575200029167941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57807.0,1910,1,100,12.7,3.9,,3.0,40.717104,-73.991458,3.0,16.0,-inf,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1231250.0,1955,1,100,107.6,4.7,0.9,41.63,40.713724,-73.979136,3.0,1001.0,8.474849205921767,3.728821061206884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98862.0,1952,1,100,3.6,1.1,,0.68,40.716118,-73.980553,3.0,12.0,-inf,-0.3856624808119846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65526.0,2005,1,100,56.6,5.9,0.4,75.11,40.723394,-73.978992,3.0,2602.0,4.763881877142913,4.31895370569792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92470.0,1928,1,100,34.4,2.7,0.3,0.53,40.725147,-73.975813,3.0,28.0,4.944495491591711,-0.6348782724359695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52497.0,1923,1,100,24.9,3.5,0.2,2.02,40.7246,-73.990569,3.0,3602.0,3.754198920234579,0.7030975114131134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
97896.0,1928,1,100,70.1,4.6,,35.31,40.730216,-73.98648399999999,3.0,40.0,6.077412859244347,3.564166209940295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69969.0,2012,1,100,70.6,10.2,0.4,,40.724053999999995,-73.990977,3.0,3602.0,4.791649752930709,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146583.0,1986,1,100,66.6,5.4,,,40.73021,-73.989396,3.0,40.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
337600.0,1988,1,100,106.0,14.5,0.0,,40.731415000000005,-73.98853299999999,3.0,40.0,4.032469158504013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
65602.0,1929,1,100,62.9,4.8,0.0,46.17,40.731454,-73.98695699999999,3.0,40.0,5.513831890697755,3.8323302365188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59225.0,1920,2,100,77.5,12.8,0.4,12.61,40.730647,-73.986192,3.0,40.0,4.816241156068032,2.534490149976828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92304.0,1959,1,100,50.2,3.9,0.4,,40.732054999999995,-73.988075,3.0,40.0,5.730424405602622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120900.0,1886,1,100,151.3,25.1,0.5,,40.720978,-74.00053,2.0,45.0,6.276455501748272,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
55015.0,1874,1,100,130.1,33.7,0.0,114.08,40.721422,-74.000152,2.0,45.0,4.019980146933238,4.736899956665986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
71413.0,1900,1,100,92.0,7.7,0.0,,40.720382,-73.99974,2.0,45.0,5.82923969201315,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
